Development Status,Country,Year_x,Data.Health.Birth Rate,Data.Health.Death Rate,Data.Health.Fertility Rate,"Data.Health.Life Expectancy at Birth, Female","Data.Health.Life Expectancy at Birth, Male","Data.Health.Life Expectancy at Birth, Total",Data.Health.Population Growth,Data.Health.Total Population,Data.Infrastructure.Mobile Cellular Subscriptions,Data.Infrastructure.Mobile Cellular Subscriptions per 100 People,Data.Infrastructure.Telephone Lines,Data.Infrastructure.Telephone Lines per 100 People,Data.Rural Development.Agricultural Land,Data.Rural Development.Agricultural Land Percent,Data.Rural Development.Arable Land,Data.Rural Development.Arable Land Percent,Data.Rural Development.Land Area,Data.Rural Development.Rural Population,Data.Rural Development.Rural Population Growth,Data.Rural Development.Surface Area,Data.Urban Development.Population Density,Data.Urban Development.Urban Population Percent,Data.Urban Development.Urban Population Percent Growth,Country_Year,Year_y,Country.Name,Country.Code,Country.GDP,Country.Population,Emissions.Production.CH4,Emissions.Production.N2O,Emissions.Production.CO2.Cement,Emissions.Production.CO2.Coal,Emissions.Production.CO2.Gas,Emissions.Production.CO2.Oil,Emissions.Production.CO2.Flaring,Emissions.Production.CO2.Other,Emissions.Production.CO2.Total,Emissions.Global Share.CO2.Cement,Emissions.Global Share.CO2.Coal,Emissions.Global Share.CO2.Gas,Emissions.Global Share.CO2.Oil,Emissions.Global Share.CO2.Flaring,Emissions.Global Share.CO2.Total
Advanced Economy,Israel,2003,21.2,5.8,2.89,81.5,77.5,79.45121951,2.014058394,6570000,6300008,100.9785288,3006000,48.18112255,5630,26.01663586,0.053120244,16.12754159,21640,569619,1.290019012,22070,303.6044362,91.33,2.083065028,Israel_2003,2003,Israel,ISR,1.59602E+11,6278374,6.25,2.27,1.885,29.726,0.015,30.789,0,0,62.415,0.22,0.29,0,0.29,0,0.23
Advanced Economy,Israel,2004,21.7,5.8,2.95,81.8,77.6,79.64878049,1.805519759,6689700,6618367,104.2462475,2913000,45.88281658,5510,25.46210721,0.0499275,15.43438078,21640,575782,1.076140055,22070,309.1358595,91.393,1.874484433,Israel_2004,2004,Israel,ISR,1.67112E+11,6396511,6.79,2.35,1.946,30.043,2.18,24.511,0,0,58.679,0.21,0.28,0.04,0.22,0,0.2
Advanced Economy,Israel,2005,21.3,5.6,2.9,82.4,78,80.14634146,1.767623642,6809000,7221955,111.6505837,2896000,44.77182294,5135,23.72920518,0.045674842,14.3715342,21640,581761,1.033059363,22070,314.6487985,91.456,1.836524486,Israel_2005,2005,Israel,ISR,1.7348E+11,6529470,7.36,2.33,2.158,27.823,3.004,23.54,0,0,56.524,0.22,0.24,0.06,0.21,0,0.19
Advanced Economy,Israel,2006,20.8,5.6,2.84,82.2,78.2,80.15121951,1.762897661,6930100,7757000,117.4648609,2936295,44.46454604,5145,23.7754159,0.044876697,14.3715342,21640,587811,1.034575719,22070,320.2449168,91.518,1.83066879,Israel_2006,2006,Israel,ISR,1.82782E+11,6680641,7.7,2.34,2.265,29.922,4.254,25.708,0,0,62.149,0.22,0.24,0.08,0.23,0,0.2
Advanced Economy,Israel,2008,21.1,5.6,2.9,82.4,78.7,80.50487805,1.776100869,7180100,8902000,128.454728,3074602,44.36611589,5181,23.94177449,0.042589936,14.13123845,21640,600185,1.048994342,22070,331.797597,91.641,1.842687544,Israel_2008,2008,Israel,ISR,1.98668E+11,7020832,7.86,2.4,2.171,29.585,7.017,29.207,0,0,67.98,0.19,0.22,0.12,0.26,0,0.21
Advanced Economy,Israel,2009,21.5,5.4,2.96,83,79,80.95121951,1.776579106,7308800,8982000,126.3854986,3224000,45.3648238,5156,23.82624769,0.041005363,13.84935305,21640,606484,1.044040614,22070,337.7449168,91.702,1.843131099,Israel_2009,2009,Israel,ISR,2.00769E+11,7190037,7.91,2.19,1.815,27.088,7.823,27.136,0,0,63.861,0.16,0.21,0.14,0.25,0,0.2
Advanced Economy,Israel,2011,21.8,5.2,3.03,83.6,79.7,81.60243902,1.82675241,7623600,9111000,122.7836679,3408000,45.92764132,5174,23.90942699,0.039679417,13.97874307,21640,623306,1.083489443,22070,352.2920518,91.824,1.893201155,Israel_2011,2011,Israel,ISR,2.21407E+11,7487095,8.07,2.39,2.251,29.001,9.343,28,0,0,68.595,0.17,0.2,0.15,0.25,0,0.2
Advanced Economy,Israel,2013,21.6,5.3,3.04,83.6,79.9,81.70487805,1.846151321,7910500,9225000,120.6843884,3594000,47.01785279,5232,24.17744917,0.037266924,13.62292052,21640,636874,1.066631738,22070,365.5499076,91.949,1.91469576,Israel_2013,2013,Israel,ISR,2.36606E+11,7734834,8.51,2.45,2.17,26.716,11.293,22.953,0,0,63.132,0.15,0.18,0.17,0.2,0,0.18
Emerging and Developing Economies,Malaysia,1992,27.979,4.797,3.485,72.884,69.184,70.98887805,2.702502918,18709963,130000,0.694816981,1816860,9.710655227,68760,20.92832141,0.054409514,3.098462943,328550,9247212,1.132665101,330800,56.94707959,50.576,4.260766208,Malaysia_1992,1992,Malaysia,MYS,1.73288E+11,19002660,21.87,7.3,3.275,6.324,16.004,44.181,3.177,0,72.961,0.61,0.07,0.4,0.48,1.34,0.32
Emerging and Developing Economies,Malaysia,1996,26.698,4.59,3.339,73.852,69.968,71.86263415,2.535213538,20725374,1005066,4.849446866,3332447,16.0790681,70517,21.46309542,0.047608309,3.003195861,328550,9183828,-0.325618687,330800,63.08133922,55.688,4.871589178,Malaysia_1996,1996,Malaysia,MYS,2.58687E+11,21017620,24.21,7.52,4.79,7.738,36.25,59.043,5.62,0.001,113.442,0.75,0.09,0.82,0.61,2.37,0.47
Emerging and Developing Economies,Malaysia,1997,26.155,4.544,3.275,74.08,70.155,72.06963415,2.546067698,21259831,1520320,7.15113869,3771314,17.73915324,70623,21.49535839,0.046721914,3.023284127,328550,9148318,-0.387407393,330800,64.70805357,56.969,4.820326692,Malaysia_1997,1997,Malaysia,MYS,2.7968E+11,21562790,25.81,8.42,5.207,6.375,35.442,69.242,5.818,0.001,122.085,0.79,0.07,0.8,0.71,2.4,0.5
Emerging and Developing Economies,Malaysia,1998,25.468,4.501,3.19,74.302,70.34,72.27268293,2.535817085,21805835,2000000,9.171856982,4223042,19.36656863,70557,21.47527013,0.045203497,3.000152184,328550,9106771,-0.455183448,330800,66.36991326,58.237,4.737180213,Malaysia_1998,1998,Malaysia,MYS,2.60987E+11,22114646,34.76,10.02,5.325,6.284,35.94,59.701,6.987,0.001,114.238,0.81,0.07,0.8,0.61,3.02,0.47
Emerging and Developing Economies,Malaysia,2000,23.707,4.431,2.961,74.728,70.698,72.66385366,2.39117598,22896048,2990000,13.05902224,4430799,19.35180691,70210,21.36965454,0.041535552,2.8945366,328550,8988531,-0.733364505,330800,69.68816923,60.742,4.463800687,Malaysia_2000,2000,Malaysia,MYS,3.05416E+11,23194252,26.15,8.87,6.588,7.874,49.671,56.153,5.917,1.42E-14,126.203,0.92,0.09,1.05,0.55,2.19,0.5
Emerging and Developing Economies,Malaysia,2003,20.709,4.4,2.544,75.338,71.172,73.20419512,2.019339095,24413795,9053000,37.08149429,4669903,19.12813227,78700,23.95373611,0.073728808,5.478618171,328550,8824122,-0.531950145,330800,74.3077005,63.856,3.492810466,Malaysia_2003,2003,Malaysia,MYS,3.49844E+11,24698820,28.43,10.42,8.21,18.214,61.881,62.222,5.994,0,156.521,0.97,0.18,1.21,0.58,2.08,0.57
Emerging and Developing Economies,Malaysia,2004,19.84,4.415,2.418,75.538,71.305,73.36987805,1.934405026,24890654,11124000,44.69147335,4571561,18.36657647,78700,23.95373611,0.0723163,5.478618171,328550,8766488,-0.655283771,330800,75.75910516,64.78,3.371043255,Malaysia_2004,2004,Malaysia,MYS,3.76296E+11,25190646,31.81,11.13,8.197,31.719,59.218,67.615,4.353,0,171.102,0.9,0.29,1.12,0.61,1.4,0.6
Emerging and Developing Economies,Malaysia,2005,19.107,4.44,2.307,75.736,71.429,73.52997561,1.888138814,25365089,14611000,57.60279414,4446265,17.52907313,78700,23.95373611,0.070963678,5.478618171,328550,8701747,-0.741245998,330800,77.20313194,65.694,3.289207645,Malaysia_2005,2005,Malaysia,MYS,3.97909E+11,25690616,33.27,11.52,8.062,26.11,64.08,68.799,14.282,0,181.333,0.84,0.23,1.19,0.62,4.3,0.61
Emerging and Developing Economies,Malaysia,2006,18.536,4.473,2.216,75.934,71.547,73.687,1.868402326,25843466,19545000,75.62840062,4365647,16.89265287,78700,23.95373611,0.0696501,5.478618171,328550,8633268,-0.790069766,330800,78.6591569,66.594,3.229089824,Malaysia_2006,2006,Malaysia,MYS,4.23206E+11,26201954,30.7,11.52,8.604,26.626,69.546,62.325,11.684,0,178.785,0.82,0.22,1.26,0.56,3.5,0.58
Emerging and Developing Economies,Malaysia,2010,17.631,4.6,2.023,76.702,72.063,74.32592683,1.771519674,27790324,30144000,108.4694083,4524000,16.27904734,78700,23.95373611,0.064770745,5.478618171,328550,8316254,-1.02933268,330800,84.58476335,70.075,2.991926952,Malaysia_2010,2010,Malaysia,MYS,5.14172E+11,28208028,34.63,13.01,7.413,55.337,60.808,73.375,19.002,0,215.935,0.59,0.4,0.98,0.65,5.18,0.65
Emerging and Developing Economies,Malaysia,2011,17.609,4.623,2.002,76.886,72.219,74.49558537,1.73196504,28275835,33858700,119.7442976,4609800,16.30296683,78700,23.95373611,0.063658598,5.478618171,328550,8224875,-1.104881409,330800,86.0625019,70.912,2.919319582,Malaysia_2011,2011,Malaysia,MYS,5.45368E+11,28650962,34.05,13.22,8.105,55.544,64.784,71.753,16.807,0.001,216.994,0.6,0.38,1.02,0.63,4.74,0.63
Advanced Economy,Iceland,1992,17.7,7,2.18,81.27,74.87,77.99195122,1.15914942,257797,12889,5.007634418,135559,52.66738413,19010,18.96259352,0.527546868,1.356608479,100250,23377,-0.826450985,103000,2.571541147,90.932,1.359338051,Iceland_1992,1992,Iceland,ISL,7008859648,260155,0.52,0.37,0.045,0.243,0,1.898,0.068,0.001,2.255,0.01,0,0,0.02,0.03,0.01
Advanced Economy,Iceland,1995,16.7,6.5,2.14,81.47,77.13,79.24707317,0.866835947,266021,21845,8.246726037,148330,55.99619469,19000,18.95261845,0.507478733,1.346633416,100250,22718,-1.137967462,103000,2.65357606,91.46,1.056099063,Iceland_1995,1995,Iceland,ISL,7281669120,267627,0.55,0.36,0.037,0.296,0,2.051,0.082,0.001,2.467,0.01,0,0,0.02,0.03,0.01
Advanced Economy,Iceland,1998,15.3,6.8,2.04,81.6,76.3,78.88536585,0.819197091,271128,65368,23.96205251,165390,60.62727733,18950,18.90274314,0.490543212,1.326683292,100250,21799,-1.18565847,103000,2.704518703,91.96,0.996408787,Iceland_1998,1998,Iceland,ISL,8613685248,275294,0.58,0.38,0.053,0.284,0,2.215,0.084,0.002,2.638,0.01,0,0,0.02,0.04,0.01
Advanced Economy,Iceland,1999,15.3,6.7,2.05,81.6,77.7,79.60243902,1.070859043,274047,104280,37.8418394,173673,63.02364571,18910,18.86284289,0.474371185,1.296758105,100250,21592,-0.954122147,103000,2.73363591,92.121,1.245970553,Iceland_1999,1999,Iceland,ISL,8924296192,277868,0.58,0.39,0.06,0.358,0,2.309,0.111,0.002,2.84,0.01,0,0,0.02,0.05,0.01
Advanced Economy,Iceland,2001,14,6.8,2.08,81.6,77.8,79.65365854,1.369192833,281205,214896,76.41724807,196336,69.81729217,18890,18.84289277,0.458740065,1.286783042,100250,21369,-0.378337171,103000,2.805037406,92.401,1.514278587,Iceland_2001,2001,Iceland,ISL,9626312704,282910,0.58,0.35,0.058,0.502,0,2.159,0.144,4.44E-16,2.863,0.01,0.01,0,0.02,0.05,0.01
Advanced Economy,Iceland,2007,14.5,6.3,2.08,82.9,79.5,81.15853659,2.34742243,303782,301922,100.4087225,188575,62.71346523,18810,18.76309227,0.424646622,1.286783042,100250,20782,0.5790963,103000,3.030244389,93.159,2.478519638,Iceland_2007,2007,Iceland,ISL,12803464192,305181,0.61,0.39,0.063,0.596,0,2.686,0.147,0.004,3.496,0.01,0,0,0.02,0.04,0.01
Advanced Economy,Iceland,2009,15.2,6.3,2.15,83.3,80,81.6097561,1.859572171,317414,336922,108.897393,199503,64.48185808,18760,18.71321696,0.393807457,1.246882793,100250,20965,0.104991897,103000,3.166224439,93.395,1.98483023,Iceland_2009,2009,Iceland,ISL,12002982912,316057,0.6,0.35,0.028,0.622,0,2.904,0.17,0.004,3.728,0,0,0,0.03,0.05,0.01
Advanced Economy,Iceland,2013,14.1,6.1,2.04,84.3,81.6,82.91707317,0.532100735,320716,352114,108.054513,180004,55.23848687,18722,18.67531172,0.377904439,1.208977556,100250,19756,-1.172487957,103000,3.199162095,93.84,0.645018362,Iceland_2013,2013,Iceland,ISL,12381386752,327194,0.54,0.35,0,0.661,0,2.645,0.173,0.004,3.483,0,0,0,0.02,0.05,0.01
Emerging and Developing Economies,Poland,1995,12.5,10,1.81,76.1,67.5,71.69512195,0.211012329,38542652,38942,0.101261502,5006094,13.01742581,187070,61.07610435,0.371017542,46.68777956,306290,14858578,0.094353658,312690,125.8371217,61.449,0.284269522,Poland_1995,1995,Poland,POL,3.63195E+11,38458640,39.06,24.02,6.666,282.565,19.091,46.828,2.911,4.816,362.877,1.06,3.2,0.45,0.5,1.24,1.55
Emerging and Developing Economies,Poland,1996,11.2,10,1.62,76.4,67.6,71.89268293,0.135721034,38594998,75000,0.194906956,5728497,14.88698554,186220,60.79858957,0.368182426,46.39394038,306290,14861776,0.021520605,312690,126.0080251,61.493,0.207299959,Poland_1996,1996,Poland,POL,3.88888E+11,38509672,38.3,24.01,6.219,293.186,19.81,51.09,2.493,4.765,377.563,0.97,3.24,0.45,0.53,1.05,1.56
Emerging and Developing Economies,Poland,1998,10.7,9.8,1.51,77,68.5,72.64634146,0.065455369,38649660,812200,2.111734246,7510000,19.52613172,184570,60.25988442,0.362383524,45.72790493,306290,14848040,-0.051609655,312690,126.1864899,61.583,0.138552902,Poland_1998,1998,Poland,POL,4.41376E+11,38564192,36.64,23.03,6.334,251.777,20.625,52.886,2.704,5.02,339.346,0.97,2.87,0.46,0.54,1.17,1.4
Emerging and Developing Economies,Poland,2000,9.9,9.9,1.37,77.5,68.8,73.04390244,-0.008302753,38660271,3956500,10.30601103,10175196,26.50465873,184350,60.18805707,0.363991241,45.94338699,306290,14817709,-0.125642227,312690,126.2211336,61.672,0.064690984,Poland_2000,2000,Poland,POL,4.92196E+11,38556700,34.39,22.97,6.114,228.827,21.838,52.815,3.375,4.723,317.692,0.85,2.54,0.46,0.51,1.25,1.26
Emerging and Developing Economies,Poland,2001,9.8,9.5,1.37,78,69.7,73.74878049,-1.044335398,38258629,6747000,17.59256113,10945567,28.54017439,184130,60.11622972,0.365747555,45.68546149,306290,14646934,-1.159198924,312690,124.9098208,61.716,-0.973016273,Poland_2001,2001,Poland,POL,5.0309E+11,38529584,33.59,22.8,4.957,226.152,22.635,52.749,2.862,4.468,313.823,0.66,2.5,0.47,0.51,1.05,1.23
Emerging and Developing Economies,Poland,2002,9.6,9.5,1.31,78.4,70.2,74.2,-0.027587125,38248076,10004661,26.11177828,11400000,29.7535591,177880,58.07567991,0.355155119,44.3501257,306290,14625682,-0.145200577,312690,124.8753665,61.761,0.045302028,Poland_2002,2002,Poland,POL,5.18231E+11,38488640,33.37,22.32,4.67,219.897,22.422,52.145,3.004,4.446,306.584,0.59,2.33,0.46,0.5,1.05,1.18
Emerging and Developing Economies,Poland,2003,9.3,9.4,1.25,78.8,70.4,74.49756098,-0.046318937,38230364,13898471,36.3068767,11861266,30.9851006,168990,55.17320187,0.340305418,42.47608476,306290,14608969,-0.114336934,312690,124.8175389,61.787,-0.004229127,Poland_2003,2003,Poland,POL,5.41818E+11,38441820,33.31,22.96,4.566,226.406,24.832,55.606,3.556,4.632,319.598,0.54,2.21,0.49,0.52,1.23,1.17
Emerging and Developing Economies,Poland,2004,9.2,9.6,1.22,78.9,70.5,74.59756098,-0.067492702,38204570,17401222,45.49288418,12292450,32.13676627,161690,52.79845873,0.329463203,41.10175026,306240,14641519,0.222560481,312690,124.7536899,61.676,-0.247301959,Poland_2004,2004,Poland,POL,5.75084E+11,38399556,32.68,23.04,5.07,226.424,26.563,58.807,2.704,4.845,324.413,0.56,2.08,0.5,0.53,0.87,1.13
Emerging and Developing Economies,Poland,2006,9.5,9.6,1.24,79.4,70.8,74.99512195,-0.043948953,38165445,29166391,76.339145,11836243,30.97979008,159060,51.92439526,0.318114986,39.63372833,306330,14712016,0.247021545,312690,124.5893154,61.452,-0.226039606,Poland_2006,2006,Poland,POL,6.44043E+11,38354444,33.39,24.2,5.984,232.308,27.63,63.007,3.967,4.394,337.29,0.57,1.9,0.5,0.56,1.19,1.1
Emerging and Developing Economies,Poland,2008,10.2,9.9,1.31,79.7,71,75.24390244,-0.054305021,38120560,41388774,108.3783985,10490569,27.47003493,161770,53.17009039,0.327959505,41.09120789,304250,14779722,0.234989365,312680,125.2935415,61.229,-0.237058174,Poland_2008,2008,Poland,POL,7.32389E+11,38356784,32.75,24.05,6.693,220.472,28.134,67.207,3.568,4.38,330.454,0.59,1.67,0.48,0.6,0.98,1.03
Emerging and Developing Economies,Poland,2009,10.9,10,1.39,80,71.3,75.54390244,0.01363738,38125759,43926365,115.0213925,9453928,24.75515476,161540,53.09973046,0.329724583,41.32206955,304220,14824820,0.304669702,312680,125.3229867,61.116,-0.171087005,Poland_2009,2009,Poland,POL,7.58698E+11,38351924,32.42,20.78,5.757,209.074,27.273,67.906,2.865,3.965,316.84,0.49,1.6,0.47,0.62,0.78,1
Emerging and Developing Economies,Poland,2010,10.9,10.1,1.4,80.1,71.5,75.69512195,0.067763227,38151603,44806632,117.3145306,8493453,22.23790112,161190,52.98816568,0.328662468,41.21959237,304200,14877599,0.35538557,312680,125.4161834,61.004,-0.115663064,Poland_2010,2010,Poland,POL,7.92189E+11,38329784,32.97,21.56,6.221,220.927,29.135,70.84,3.482,4.283,334.888,0.5,1.58,0.47,0.63,0.95,1
Emerging and Developing Economies,Poland,2011,10.8,9.9,1.38,80.6,72.1,76.24634146,0.084050257,38183683,46952111,122.9152946,7667085,20.07155783,146040,48.00788955,0.286038411,35.90401052,304200,14932875,0.370849946,312680,125.5216404,60.892,-0.099714543,Poland_2011,2011,Poland,POL,8.39856E+11,38286824,31.89,21.25,7.379,218.379,29.325,70.505,4.015,4.703,334.306,0.55,1.48,0.46,0.62,1.13,0.97
Emerging and Developing Economies,Poland,2012,10.1,9.7,1.3,81.1,72.6,76.74634146,0.913676501,38534157,50160222,131.2936783,6852599,17.93658187,147790,48.59115568,0.288004224,36.48857472,304150,15113096,1.19964944,312680,126.6945816,60.78,0.729577619,Poland_2012,2012,Poland,POL,8.53353E+11,38227032,31.39,21.68,6.384,214.04,30.558,67.244,4.205,4.271,326.702,0.46,1.43,0.47,0.58,1.15,0.93
Emerging and Developing Economies,Poland,2013,10,10,1.3,81.1,72.7,76.79756098,0.004453093,38535873,54086209,141.5464567,5950896,15.57380816,145290,47.44628045,0.283502076,35.67696427,306220,15149222,0.238752479,312680,125.8437496,60.688,-0.14702708,Poland_2013,2013,Poland,POL,8.65215E+11,38158044,31.12,20.8,5.874,214.314,30.804,62.553,4.792,4.277,322.614,0.41,1.42,0.47,0.54,1.3,0.91
Emerging and Developing Economies,Hungary,1993,11.7,14.3,1.77,73.86,64.6,69.11707317,-0.039136583,10369341,23292,0.22472515,1291133,12.45706927,61360,68.27639924,0.457309679,52.76510515,89870,3568401,0.327657519,93030,115.3815623,65.587,-0.231053829,Hungary_1993,1993,Hungary,HUN,96248037376,10359052,9.86,6.14,1.022,20.555,19.11,21.464,0.397,0.841,63.389,0.18,0.24,0.47,0.23,0.17,0.28
Emerging and Developing Economies,Hungary,1995,11.2,14.2,1.64,74.31,64.86,69.4697561,-0.136883104,10343355,143000,1.380157809,1774100,17.12264314,61220,68.12819942,0.459135358,52.84887603,89860,3585524,0.227254137,93030,115.1052192,65.335,-0.329547515,Hungary_1995,1995,Hungary,HUN,1.04661E+11,10349308,8.8,6.12,1.186,18.389,20.911,19.759,0.264,0.882,61.391,0.19,0.21,0.5,0.21,0.11,0.26
Emerging and Developing Economies,Hungary,1996,10.8,14.1,1.57,74.55,65.26,69.79170732,-0.139220004,10328965,265000,2.559893292,2157202,20.83851671,61790,68.76251947,0.465293473,53.48319608,89860,3593550,0.22359439,93030,114.9450812,65.209,-0.332255421,Hungary_1996,1996,Hungary,HUN,1.06794E+11,10332451,8.97,7.14,1.111,18.875,23.529,18.46,0.259,0.791,63.025,0.17,0.21,0.53,0.19,0.11,0.26
Emerging and Developing Economies,Hungary,1997,10.2,13.9,1.46,74.79,66.08,70.32878049,-0.171771609,10311238,473100,4.57770369,2651215,25.6530896,61840,68.81816158,0.46657831,53.53883819,89860,3600375,0.189743486,93030,114.7478077,65.083,-0.365186965,Hungary_1997,1997,Hungary,HUN,1.12579E+11,10308479,8.85,7.02,1.174,18.318,22.436,18.685,0.211,0.8,61.624,0.18,0.2,0.51,0.19,0.09,0.25
Emerging and Developing Economies,Hungary,1998,9.8,13.5,1.37,75.22,66.4,70.70243902,-0.201458936,10290486,705786,6.844830397,3095300,30.01873589,61950,68.98663697,0.468393815,53.67483296,89800,3606198,0.161602506,93030,114.5933853,64.956,-0.396785895,Hungary_1998,1998,Hungary,HUN,1.19715E+11,10279610,8.71,6.62,1.222,17.183,22.465,19.297,0.186,0.811,61.164,0.19,0.2,0.5,0.2,0.08,0.25
Emerging and Developing Economies,Hungary,1999,9.5,13.7,1.32,75.186,66.15,70.55780488,-0.232679337,10266570,1070154,10.40708506,3423000,33.28815493,61930,68.96436526,0.469387536,53.6636971,89800,3610855,0.129055465,93030,114.3270601,64.829,-0.428381368,Hungary_1999,1999,Hungary,HUN,1.26067E+11,10249407,8.78,6.6,1.224,17.561,22.759,19.154,0.167,0.799,61.664,0.18,0.2,0.49,0.19,0.07,0.25
Emerging and Developing Economies,Hungary,2001,9.6,13.3,1.32,75.6,67.1,71.24634146,-0.259764908,10210971,3076279,30.08846831,3798254,37.14996108,58540,65.32024102,0.450691712,51.35014506,89620,3617236,0.099379351,93030,113.9362977,64.575,-0.456240197,Hungary_2001,2001,Hungary,HUN,1.4192E+11,10193451,8.66,7.46,1.357,15.9,24.647,17.238,0.144,0.682,59.968,0.18,0.18,0.52,0.17,0.05,0.24
Emerging and Developing Economies,Hungary,2003,9.5,13.1,1.3,76.6,68.3,72.34878049,-0.284751377,10158608,6886111,67.7194215,3669200,36.08366194,58490,65.2644499,0.453408577,51.39477795,89620,3547284,-1.454908471,93030,113.3520196,65.081,0.348782884,Hungary_2003,2003,Hungary,HUN,1.60317E+11,10141341,8.87,6.28,1.412,16.162,27.227,16.056,0.146,0.753,61.756,0.17,0.16,0.53,0.15,0.05,0.23
Emerging and Developing Economies,Hungary,2005,9.4,13.1,1.28,76.9,68.6,72.64878049,-0.221439379,10107146,8727188,86.25517302,3564000,35.22479826,58640,65.43182325,0.454925654,51.30551216,89620,3446941,-1.407793744,93030,112.7777951,65.896,0.398121565,Hungary_2005,2005,Hungary,HUN,1.82948E+11,10085942,8.38,6.94,1.199,13.598,28.025,16.404,0.113,0.939,60.278,0.12,0.12,0.52,0.15,0.03,0.2
Emerging and Developing Economies,Hungary,2006,9.7,13.5,1.31,76.9,68.6,72.64878049,-0.198878843,10087065,9320000,92.31411681,3415715,33.83247999,58630,65.42796563,0.456128715,51.34471599,89610,3393894,-1.550923632,93030,112.5662872,66.354,0.493748801,Hungary_2006,2006,Hungary,HUN,1.93865E+11,10055657,8.25,6.73,1.296,13.617,26.512,17.173,0.117,0.927,59.642,0.12,0.11,0.48,0.15,0.04,0.2
Emerging and Developing Economies,Hungary,2008,9.7,13.2,1.32,77.3,69.2,73.15121951,-0.154915158,10055780,11029930,109.6328855,3250635,32.30995073,58070,64.80303538,0.456652791,51.24428077,89610,3281402,-1.69063088,93030,112.2171633,67.368,0.59752637,Hungary_2008,2008,Hungary,HUN,2.04543E+11,9991867,8.04,5.68,1.261,13.064,24.617,17.239,0.18,0.887,57.248,0.11,0.1,0.42,0.15,0.05,0.18
Emerging and Developing Economies,Hungary,2010,9.6,13,1.32,77.9,70.1,73.90487805,-0.154908814,10022650,11792475,117.5591879,3068685,30.59172198,57830,63.879377,0.457463844,50.64619463,90530,3170565,-1.710686223,93030,110.7108141,68.366,0.573246962,Hungary_2010,2010,Hungary,HUN,2.00323E+11,9927380,7.98,5,0.735,11.672,22.918,15.972,0.188,0.584,52.069,0.06,0.08,0.37,0.14,0.05,0.16
Emerging and Developing Economies,Hungary,2012,8.8,12.9,1.26,78.7,71.2,74.85853659,-0.283360436,9971727,11689937,116.9434928,2933313,29.34420157,53370,58.95283331,0.440746122,48.54744284,90530,3056534,-1.866083951,93030,110.1483155,69.348,0.424270889,Hungary_2012,2012,Hungary,HUN,2.04625E+11,9864363,7.66,5.16,0.678,11.456,19.572,14.345,0.15,0.557,46.758,0.05,0.08,0.3,0.12,0.04,0.13
Emerging and Developing Economies,Myanmar,1992,26.013,9.955,3.279,61.339,56.87,59.05,1.553251818,42782387,0,0,85947,0.200893419,104160,15.93781559,0.223316198,14.61884506,653540,32204870,1.348881958,676590,65.46253787,24.724,2.178071349,Myanmar_1992,1992,Myanmar,MMR,51891175424,42401688,48.15,15.85,0.189,0.121,1.616,2.906,0.011,0,4.842,0.04,0,0.04,0.03,0,0.02
Emerging and Developing Economies,Myanmar,1994,24.659,9.62,3.046,62.005,57.593,59.74519512,1.441090482,44052710,643,0.001459615,117337,0.266355918,104460,15.98371944,0.217444057,14.65709826,653540,33001647,1.187785577,676590,67.40629495,25.086,2.201373354,Myanmar_1994,1994,Myanmar,MMR,57338249216,43383420,51.33,16.61,0.191,0.04,2.492,3.451,0.022,0,6.196,0.03,0,0.06,0.04,0.01,0.03
Emerging and Developing Economies,Myanmar,1998,22.499,9.106,2.675,63.265,58.99,61.07536585,1.451901143,46664455,8492,0.018198005,213516,0.457555971,105190,16.0954188,0.204845422,14.6264957,653540,34512098,1.088842627,676590,71.40259969,26.042,2.490215357,Myanmar_1998,1998,Myanmar,MMR,68698886144,45611220,55.38,15.93,0.147,0.055,3.15,4.673,0.011,0,8.036,0.02,0,0.07,0.05,0,0.03
Emerging and Developing Economies,Myanmar,2001,20.924,8.811,2.428,64.157,59.993,62.02421951,1.094382154,48453000,13397,0.027649475,271356,0.560039626,108120,16.54374637,0.204507461,15.16204058,653540,35386195,0.644907674,676590,74.13930287,26.968,2.321845575,Myanmar_2001,2001,Myanmar,MMR,92175081472,47225116,54.22,15.85,0.152,1.565,2.224,4.719,0.022,0,8.681,0.02,0.02,0.05,0.05,0.01,0.03
